,task,gt_path,obj_id,n_pos
0,Task02_Heart,Task02_Heart/labelsTr/la_020.nii.gz,1,70
1,Task02_Heart,Task02_Heart/labelsTr/la_004.nii.gz,1,70
2,Task02_Heart,Task02_Heart/labelsTr/la_022.nii.gz,1,58
3,Task02_Heart,Task02_Heart/labelsTr/la_016.nii.gz,1,62
4,Task02_Heart,Task02_Heart/labelsTr/la_017.nii.gz,1,64
5,Task02_Heart,Task02_Heart/labelsTr/la_024.nii.gz,1,70
6,Task02_Heart,Task02_Heart/labelsTr/la_014.nii.gz,1,66
7,Task02_Heart,Task02_Heart/labelsTr/la_029.nii.gz,1,60
8,Task02_Heart,Task02_Heart/labelsTr/la_026.nii.gz,1,73
9,Task02_Heart,Task02_Heart/labelsTr/la_019.nii.gz,1,74
10,Task02_Heart,Task02_Heart/labelsTr/la_005.nii.gz,1,74
11,Task02_Heart,Task02_Heart/labelsTr/la_009.nii.gz,1,79
12,Task02_Heart,Task02_Heart/labelsTr/la_018.nii.gz,1,68
13,Task02_Heart,Task02_Heart/labelsTr/la_003.nii.gz,1,66
14,Task02_Heart,Task02_Heart/labelsTr/la_010.nii.gz,1,59
15,Task02_Heart,Task02_Heart/labelsTr/la_021.nii.gz,1,71
